text,date
toddler jindries syria rescued arms father magnitude earthquake hit region,2023-02-07 19:03:54+00:00
strikes km w min ago info,2023-02-07 19:03:55+00:00
love qatar support turkey syria,2023-02-07 19:04:32+00:00
good evening alessandro twitter,2023-02-07 19:04:48+00:00
occurred km w min ago local time info,2023-02-07 19:04:51+00:00
rapid search rescue relief teams turkiye syria search rescue dogs full equipment travelled turkiye syria join hands life saving efforts humanitarian assistance provision,2023-02-07 19:04:52+00:00
shall never forget stood united us crucial time quest freedom humanity borders thoughts hard time,2023-02-07 19:05:03+00:00
huge need humanitarian aid winter condition tough materials insufficient ground supporting rescue teams helping victims support delievered,2023-02-07 19:05:07+00:00
heart crying turkeysyria earthquake catastrophe people killed injured buildings collapsed buildings set brought,2023-02-07 19:05:21+00:00
turkish friends families affected earthquake thoughts hearts stay safe know world support way sending love strength way,2023-02-07 19:05:32+00:00
italian earthquakes expert carlo doglione revealed earthquakes hit turkiye caused country move meters west,2023-02-07 19:05:37+00:00
tuesday turkish forces shelled area town tel rifaat northern side despite devastating struck,2023-02-07 19:05:40+00:00
step forward make move help victims burns back better practical philosopher hour need turkish brothers,2023-02-07 19:05:45+00:00
turkish emergency authorities brought bodies hundreds victims bab alhawa border crossing nice day families died devastating southern,2023-02-07 19:06:06+00:00
strong earthquakes magnitudes hit turkey north border syriawatch,2023-02-07 19:06:11+00:00
strikes km se min ago info,2023-02-07 19:06:15+00:00
many babies amp children earthquake zones many helpless families whose mothers please help humans amp donate baby food diapers amp supplies areas,2023-02-07 19:06:31+00:00
seventy members special malaysia disaster assistance rescue team smart equipment flown turkiye last night turkish airlines help searchandrescue efforts,2023-02-07 19:07:01+00:00
hatay,2023-02-07 19:07:10+00:00
one thousands victims debris,2023-02-07 19:07:10+00:00
death toll surpasses number people died turkey syria risen comes turkish health minister confirmed people killed country alone,2023-02-07 19:07:21+00:00
open link,2023-02-07 19:07:30+00:00
hi ryoga whenever unhappy always happy answers music big earthquake country thousands people died country open help right please help us make voices heard,2023-02-07 19:07:48+00:00
broadens members searchamprescue unit arrived offer helping nice day hopeamppray save life saves life saves entire world,2023-02-07 19:08:07+00:00
little girl said rescuer sir rescue brother become slaves rest lives,2023-02-07 19:08:22+00:00
chairman alliance rabbis islamic states antakya jews remain yr old communityin video rescues ancient torah scrolls damaged synagogue antakya following,2023-02-07 19:08:41+00:00
thoughts turkey,2023-02-07 19:08:51+00:00
earthquake,2023-02-07 19:08:55+00:00
devastating pictures kahramanmaras destroyed three back back earthquakes magnitude gt,2023-02-07 19:09:12+00:00
russian servicemen syria able rescue people rubble past hours russian defense ministry said,2023-02-07 19:09:18+00:00
dogs helping save lives please forget animals also need help rescue assistance turkeysyria earthquake countries offered help aid providing world news sky news,2023-02-07 19:10:15+00:00
turkey earthquake pictures show extent destruction,2023-02-07 19:10:40+00:00
harnessing air force military transport transport civil intervention teams well shipping tons various amp activating air,2023-02-07 19:11:27+00:00
video turks complain lack aid areaunsurprising erdogans priority strengthen muslim brotherhood reactionary ideology turkish citizens,2023-02-07 19:11:35+00:00
latest updates total death toll k k confirmed injured k collapsed buildingsscenes enough rescue teams reached area roughly k still collapsed buildings,2023-02-07 19:11:57+00:00
climate change big lie looks like realityplease see devastating almost city,2023-02-07 19:12:18+00:00
cashapp logs telegram,2023-02-07 19:12:24+00:00
amen hearts places worth nothing empty love may god mercy lost children families put patience hearts catastrophe pray god one exposed,2023-02-07 19:12:30+00:00
according greek rescue team operating northern region rescuers camped region supplies work autonomously one week elite unit greek civil protection,2023-02-07 19:13:06+00:00
members family dead earthquake syria turkey still says alhamdulillahya allah protect people turkey amp syria,2023-02-07 19:13:18+00:00
hatay,2023-02-07 19:13:19+00:00
stop sanctions syrianssend aid time politics,2023-02-07 19:13:40+00:00
rescue team arrived istanbul,2023-02-07 19:14:17+00:00
provide ambulances firefighters amp special equipment areas free gasoline amp diesel fuel gas stations,2023-02-07 19:14:22+00:00
let us pray safety affected destructive earthquake hope loss life minimal,2023-02-07 19:14:31+00:00
pain sadness reach heart even strong prepared soldier god bless mehmetik rescued little ayla rubble could control tears ayla said go school,2023-02-07 19:14:35+00:00
qatar send container houses earthquake victims trkiye syria,2023-02-07 19:14:54+00:00
irish aid agencies already mobilised response help relief effort turkey syrianews correspondent reports live turkish embassy dublin,2023-02-07 19:15:00+00:00
earthquake took place yearold aysima rescued alive rubble hours later,2023-02-07 19:15:21+00:00
private message made announcement visit amid govt asked visit relief operations underway inhe har jagah beizzat hi hona hai,2023-02-07 19:15:38+00:00
according ministry turkey people died people injured due terrible earthquake turkey yesterday,2023-02-07 19:15:42+00:00
giveaway alert send dogonk first retweets follows,2023-02-07 19:15:47+00:00
hatay,2023-02-07 19:15:54+00:00
please join us prayer turkey syria gone horrific earthquake killed many hearts go experiencing pain loss time,2023-02-07 19:16:06+00:00
hatay,2023-02-07 19:16:07+00:00
muslim earthquakes woken made start praying salahyoure missing point,2023-02-07 19:16:08+00:00
search rescue service rescued family rubble hours,2023-02-07 19:16:19+00:00
please help group going turkey help rescues amount pix picture volunteer search team specialized rescuing buried people animals,2023-02-07 19:16:21+00:00
strikes km se min ago info,2023-02-07 19:16:33+00:00
hatay,2023-02-07 19:17:20+00:00
instastory,2023-02-07 19:17:22+00:00
heart touching incident,2023-02-07 19:17:57+00:00
search rescue service rescued family rubble hours,2023-02-07 19:17:58+00:00
quick links donate earthquake victims,2023-02-07 19:18:07+00:00
help,2023-02-07 19:18:21+00:00
hours earthquake rescue teams working remove victims rubble syrian city north countryside,2023-02-07 19:18:24+00:00
hellloo guyssss,2023-02-07 19:18:28+00:00
forget holy jealousy god spoken deadliest like coming hit kenya idol worship sin blasphemy,2023-02-07 19:19:04+00:00
hatay,2023-02-07 19:19:07+00:00
another collapsing footage,2023-02-07 19:19:08+00:00
kyrgyzstan brothers one nation,2023-02-07 19:19:33+00:00
semitrailers take road turkey deliver clothes blankets baby diapers donated france lyon chambry vienne,2023-02-07 19:19:51+00:00
shall never forget stood united us crucial time quest freedom humanity bordersour thoughts hard time,2023-02-07 19:20:03+00:00
gaziantep seyrantepe,2023-02-07 19:20:07+00:00
n please read thread earthquakes hit turkey syria far devastating seem information provided international outlets scratches surface,2023-02-07 19:20:10+00:00
help live abroad,2023-02-07 19:20:22+00:00
strikes km n min ago info,2023-02-07 19:21:27+00:00
wish peaceful evening dear,2023-02-07 19:21:54+00:00
eastern turkey probability next days within km radius one details,2023-02-07 19:22:04+00:00
occurred km sw min ago local time info,2023-02-07 19:22:04+00:00
pray,2023-02-07 19:22:17+00:00
hatay,2023-02-07 19:22:19+00:00
offff offff,2023-02-07 19:23:11+00:00
time side,2023-02-07 19:23:30+00:00
amin,2023-02-07 19:23:50+00:00
ahbap reliable foundation helps rescuing people providing needs tl tl please donate donate via link,2023-02-07 19:23:55+00:00
check new show found,2023-02-07 19:24:12+00:00
images depict agony quite plainly photograph turkish region kahramanmara father holds nice day dead teenage daughter rescuers civilians pick flattened building died monday,2023-02-07 19:24:31+00:00
time union monotheists annihilation followers satan jesus messenger god promised true savior mahdi return destroy satan followers,2023-02-07 19:24:31+00:00
intl folks planning donate campaign related earthquake please make sure check hub created gfm trust amp safety team make sure campaign donating verified,2023-02-07 19:24:55+00:00
aerial view kahramanmara turkey shows half city destroyed,2023-02-07 19:25:01+00:00
dear people turkeyas iraniani sympathize dear onesi hope help people world hardship end soon,2023-02-07 19:25:05+00:00
thank,2023-02-07 19:25:06+00:00
ah hatay,2023-02-07 19:25:14+00:00
man front neighbors houses talks,2023-02-07 19:25:52+00:00
voted yesterday vote today free please help get cover inked magazine,2023-02-07 19:25:54+00:00
promise bright future arrival promote justice revives hope humanity determines every move towards seeking justice aligned world order human history,2023-02-07 19:26:38+00:00
scandalous magazine mocked cartoon need send tanks says hinting devastations quake,2023-02-07 19:26:47+00:00
country difficult situation earthquake took place days ago turkey need support want contribute victims donate link,2023-02-07 19:26:55+00:00
confirmed seismic datapreliminary info km e min ago local time follow thread updates,2023-02-07 19:27:17+00:00
hatayhassa,2023-02-07 19:27:23+00:00
facts begging continue masterpiece cry,2023-02-07 19:27:25+00:00
hatay,2023-02-07 19:27:28+00:00
important information especially international users ways helpdonate afad turkeys official disaster emergency management presidency,2023-02-07 19:27:36+00:00
daughter died thus clasped daughters nice day rubble picture paints sad tragedy,2023-02-07 19:27:52+00:00
follow account opened support healing great earthquake disaster experienced country nation,2023-02-07 19:27:53+00:00
pray sister saving brother one take place sisteri love sister,2023-02-07 19:28:02+00:00
taha duymaz gained fame food videos tiktok trapped rubble two days hope safe rescue,2023-02-07 19:28:03+00:00
may follow account opened support healing great earthquake disaster experienced country nation,2023-02-07 19:28:35+00:00
shelter tents installed syrian town countryside try help thousands people affected devastating,2023-02-07 19:28:43+00:00
dance hubby youtube gtgtgt,2023-02-07 19:28:54+00:00
death toll due devastating earthquakes turkey syria rises reports associated press,2023-02-07 19:29:04+00:00
extend heartfelt condolences victims massive pray earthquake disasteraffected areas turkey speedy recovery,2023-02-07 19:29:07+00:00
believe everything happens predestined allah although may understand disasters like occur trust wisdom submit ask allah grant patience resilience support time need,2023-02-07 19:29:11+00:00
trustworthy relief organizations nationalinternational donations,2023-02-07 19:29:31+00:00
answering faq tpf earthquake relief fund,2023-02-07 19:29:52+00:00
despite freezing temperatures outside rescuers hunt survivors among rubble thousands buildings felled series violent,2023-02-07 19:30:00+00:00
